Class	Node Name
2.000000	263584
2.000000	263321
1.000000	6762
1.000000	2914
1.000000	20080
1.000000	57111
2.000000	6720
2.000000	1853
2.000000	22356
2.000000	27715
2.000000	28634
2.000000	15605
2.000000	12874
2.000000	18747
2.000000	174
2.000000	263702
2.000000	14907
2.000000	38930
2.000000	29075
2.000000	12307
2.000000	57118
2.000000	3333
2.000000	1136
1.000000	1103
1.000000	286
2.000000	20612
2.000000	1836
2.000000	6894
2.000000	8167
2.000000	7738
2.000000	25933
1.000000	3491
1.000000	2497
1.000000	22652
1.000000	6453
1.000000	3356
1.000000	8426
1.000000	3549
1.000000	5396
1.000000	25091
1.000000	680
1.000000	1299
2.000000	37497
2.000000	49605
1.000000	28220
1.000000	52720
1.000000	52873
1.000000	29686
1.000000	6939
1.000000	1280
2.000000	20932
1.000000	31424
1.000000	13030
2.000000	6730
2.000000	6893
1.000000	47692
1.000000	33891
2.000000	205206
2.000000	16245
2.000000	8896
2.000000	37100
2.000000	327782
2.000000	29222
2.000000	3303
2.000000	51405
2.000000	24611
2.000000	35699
1.000000	12654
2.000000	25160
2.000000	29680
1.000000	38001
2.000000	198290
2.000000	24785
1.000000	8220
1.000000	3320
1.000000	15547
2.000000	513
1.000000	8607
2.000000	327960
2.000000	39351
2.000000	39821
2.000000	28917
2.000000	34177
2.000000	47441
1.000000	34549
2.000000	5392
2.000000	196621
2.000000	15576
2.000000	9304
2.000000	56730
2.000000	51945
1.000000	6830
1.000000	59414
2.000000	21232
1.000000	1221
1.000000	4637
1.000000	4608
2.000000	50629
2.000000	206356
2.000000	61568
2.000000	18881
2.000000	43578
1.000000	6461
1.000000	7575
1.000000	7473
1.000000	35266
2.000000	6667
2.000000	23106
2.000000	52320
2.000000	3267
2.000000	2895
1.000000	1239
2.000000	2613
1.000000	3257
1.000000	4844
1.000000	37989
2.000000	35054
2.000000	15935
2.000000	29504
1.000000	8943
1.000000	29551
1.000000	8455
1.000000	14061
1.000000	12586
1.000000	50304
1.000000	13237
2.000000	1764
2.000000	35369
2.000000	198385
2.000000	202194
2.000000	40191
2.000000	395766
2.000000	1916
1.000000	25220
2.000000	51395
2.000000	59891
1.000000	12859
1.000000	30132
2.000000	8283
1.000000	1251
1.000000	52888
2.000000	29691
2.000000	12779
2.000000	37271
2.000000	12637
2.000000	51185
2.000000	8218
2.000000	24482
2.000000	19151
2.000000	25512
2.000000	6661
2.000000	20764
2.000000	12389
2.000000	48526
2.000000	553
2.000000	64463
2.000000	50300
2.000000	37468
2.000000	41497
2.000000	8758
2.000000	14007
2.000000	29140
2.000000	49463
2.000000	34288
2.000000	39122
2.000000	50877
2.000000	16735
2.000000	701
2.000000	15435
2.000000	31742
2.000000	58299
2.000000	13760
2.000000	12350
1.000000	50763
2.000000	22548
2.000000	262757
2.000000	266534
1.000000	4777
1.000000	2516
1.000000	8222
1.000000	47147
2.000000	198249
2.000000	59689
1.000000	60501
2.000000	395152
2.000000	16347
2.000000	25227
2.000000	41722
1.000000	9002
1.000000	7018
1.000000	15562
1.000000	57381
2.000000	25152
2.000000	6881
2.000000	12956
1.000000	57821
2.000000	10429
1.000000	41095
2.000000	37239
1.000000	30844
2.000000	52863
