mu	MCC
0.010000	0.078874
0.050000	0.073100
0.100000	0.044073
0.250000	0.037199
0.400000	0.035632
0.550000	0.021140
0.700000	0.028028
0.850000	0.019442
1.000000	0.024650
2.000000	0.048137
3.000000	0.040005
4.000000	0.016416
5.000000	0.072685
6.000000	0.036523
7.000000	0.011036
8.000000	0.027641
9.000000	0.037862
10.000000	0.013714
20.000000	0.017948
