mu	MCC
0.010000	0.219690
0.050000	0.224353
0.100000	0.200884
0.250000	0.213534
0.400000	0.228295
0.550000	0.189542
0.700000	0.219468
0.850000	0.209159
1.000000	0.240597
2.000000	0.253622
3.000000	0.238360
4.000000	0.285091
5.000000	0.210068
6.000000	0.259712
7.000000	0.231232
8.000000	0.236937
9.000000	0.200130
10.000000	0.207946
20.000000	0.248158
