mu	MCC
0.010000	0.213491
0.050000	0.219994
0.100000	0.220996
0.250000	0.254846
0.400000	0.241904
0.550000	0.262591
0.700000	0.210420
0.850000	0.348964
1.000000	0.215658
2.000000	0.319554
3.000000	0.281283
4.000000	0.307016
5.000000	0.413767
6.000000	0.279224
7.000000	0.412450
8.000000	0.421627
9.000000	0.406272
10.000000	0.339595
20.000000	0.351850
