mu	MCC
0.010000	0.212942
0.050000	0.173448
0.100000	0.243660
0.250000	0.183946
0.400000	0.131173
0.550000	0.203021
0.700000	0.213267
0.850000	0.204946
1.000000	0.202205
2.000000	0.288404
3.000000	0.249764
4.000000	0.235111
5.000000	0.334119
6.000000	0.365388
7.000000	0.238028
8.000000	0.279583
9.000000	0.260492
10.000000	0.242358
20.000000	0.359903
