mu	MCC
0.010000	0.915879
0.050000	0.859334
0.100000	0.823945
0.250000	0.778147
0.400000	0.888390
0.550000	0.885115
0.700000	0.886114
0.850000	0.801650
1.000000	0.795665
2.000000	0.791562
3.000000	0.720127
4.000000	0.682113
5.000000	0.855394
6.000000	0.942304
7.000000	0.832442
8.000000	0.654396
9.000000	0.684654
10.000000	0.735069
20.000000	0.739737
